Series Name,Series Code,Country Name,Country Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Kazakhstan,KAZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Kenya,KEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Kiribati,KIR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,"Korea, Rep.",KOR,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Kosovo,XKX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Kyrgyz Republic,KGZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Lao PDR,LAO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Latvia,LVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Lebanon,LBN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Liberia,LBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Libya,LBY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Lithuania,LTU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Luxembourg,LUX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Madagascar,MDG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Maldives,MDV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Marshall Islands,MHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Mauritania,MRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Mauritius,MUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Mexico,MEX,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,"Micronesia, Fed. Sts.",FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Moldova,MDA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Mongolia,MNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Montenegro,MNE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Morocco,MAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Myanmar,MMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Nepal,NPL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Netherlands,NLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,New Zealand,NZL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Niger,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,North Macedonia,MKD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Norway,NOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Pakistan,PAK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Palau,PLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Papua New Guinea,PNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Paraguay,PRY,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Peru,PER,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Philippines,PHL,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Poland,POL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Portugal,PRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Puerto Rico,PRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Romania,ROU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Russian Federation,RUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Samoa,WSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,San Marino,SMR,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Sao Tome and Principe,STP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Serbia,SRB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Seychelles,SYC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Sierra Leone,SLE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Singapore,SGP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Slovak Republic,SVK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Slovenia,SVN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Solomon Islands,SLB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,South Africa,ZAF,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,South Sudan,SSD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Spain,ESP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Sri Lanka,LKA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,St. Kitts and Nevis,KNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,St. Lucia,LCA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,St. Vincent and the Grenadines,VCT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Suriname,SUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Sweden,SWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Switzerland,CHE,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Tajikistan,TJK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Tanzania,TZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Thailand,THA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Timor-Leste,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Tonga,TON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Trinidad and Tobago,TTO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Tunisia,TUN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Turkiye,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
